,Code INSEE région,Consommation (MW),Thermique (MW),Nucléaire (MW),Eolien (MW),Solaire (MW),Hydraulique (MW),Bioénergies (MW),Production (MW),Energies renouvelables (MW),Année,Mois,Jour,TMin (°C),TMax (°C),TMoy (°C)
11299,32,300073.0,79256.0,174710.0,41077.0,2021.0,96.0,4665.0,301825.0,47859.0,2021,04,15,0.82,9.86,5.34
11300,32,296425.0,84234.0,173611.0,54487.0,1853.0,96.0,4871.0,319152.0,61307.0,2021,04,16,1.5,10.76,6.13
11301,32,261686.0,60276.0,173026.0,66526.0,2791.0,96.0,4973.0,307688.0,74386.0,2021,04,17,2.76,12.34,7.55
11302,32,248640.0,63811.0,171937.0,24460.0,2530.0,96.0,5108.0,267942.0,32194.0,2021,04,18,1.76,13.0,7.38
11303,32,272897.0,82196.0,171240.0,7426.0,2456.0,96.0,4935.0,268349.0,14913.0,2021,04,19,1.36,14.64,8.0
11304,32,270902.0,82659.0,173283.0,5055.0,2262.0,96.0,4935.0,268290.0,12348.0,2021,04,20,2.6,17.1,9.85
11305,32,265302.0,77681.0,172068.0,48433.0,2095.0,96.0,4984.0,305357.0,55608.0,2021,04,21,4.1,16.02,10.06
11306,32,267084.0,62023.0,170717.0,79658.0,2973.0,96.0,4790.0,320257.0,87517.0,2021,04,22,3.1,13.94,8.52
11307,32,266398.0,58611.0,170390.0,59410.0,3023.0,96.0,5026.0,296556.0,67555.0,2021,04,23,2.14,16.62,9.38
11308,32,238559.0,35421.0,163285.0,92569.0,2977.0,96.0,5063.0,299411.0,100705.0,2021,04,24,3.98,15.92,9.95
11309,32,231551.0,28853.0,150954.0,127845.0,3003.0,96.0,4893.0,315644.0,135837.0,2021,04,25,4.12,13.14,8.63
11310,32,259074.0,51035.0,167765.0,96457.0,3030.0,96.0,4846.0,323229.0,104429.0,2021,04,26,2.74,14.66,8.7
11311,32,258609.0,44524.0,168781.0,24288.0,2902.0,96.0,4868.0,245459.0,32154.0,2021,04,27,2.48,16.88,9.68
11312,32,255653.0,40914.0,179815.0,18094.0,2258.0,96.0,5354.0,246531.0,25802.0,2021,04,28,4.34,18.28,11.31
11313,32,267911.0,41752.0,188427.0,26321.0,1289.0,96.0,5199.0,263084.0,32905.0,2021,04,29,4.46,11.32,7.89
11314,32,236293.0,37193.0,192730.0,15998.0,2335.0,96.0,5730.0,254082.0,24159.0,2021,05,01,3.18,12.88,8.03
11315,32,239957.0,34849.0,206942.0,13782.0,2385.0,96.0,5667.0,263721.0,21930.0,2021,05,02,1.62,12.36,6.99
11316,32,269825.0,38114.0,210663.0,67899.0,2525.0,96.0,5615.0,324912.0,76135.0,2021,05,03,1.76,15.14,8.45
11317,32,275721.0,28576.0,215420.0,197906.0,2133.0,96.0,5530.0,449661.0,205665.0,2021,05,04,8.56,13.78,11.17
11318,32,269247.0,30219.0,215753.0,107232.0,2294.0,96.0,5548.0,361142.0,115170.0,2021,05,05,5.04,12.2,8.62
11319,32,283290.0,46553.0,217603.0,23229.0,1327.0,96.0,5486.0,294294.0,30138.0,2021,05,06,3.26,9.82,6.54
11320,32,277065.0,48327.0,216457.0,28859.0,2987.0,96.0,5564.0,302290.0,37506.0,2021,05,07,2.14,13.88,8.01
11321,32,240647.0,21252.0,214423.0,98247.0,1819.0,96.0,5826.0,341663.0,105988.0,2021,05,08,6.02,20.34,13.18
11322,32,217573.0,20173.0,205342.0,99563.0,2113.0,96.0,5917.0,333204.0,107689.0,2021,05,09,10.76,24.16,17.46
11323,32,244697.0,36204.0,214783.0,89627.0,2391.0,96.0,5821.0,348922.0,97935.0,2021,05,10,12.16,18.74,15.45
11324,32,249275.0,51087.0,215567.0,24707.0,2175.0,96.0,5813.0,299445.0,32791.0,2021,05,11,7.54,17.58,12.56
11325,32,252469.0,49378.0,217113.0,25015.0,2463.0,96.0,5830.0,299895.0,33404.0,2021,05,12,7.28,15.92,11.6
11326,32,231890.0,36131.0,212072.0,24507.0,1707.0,96.0,6146.0,280659.0,32456.0,2021,05,13,8.62,15.5,12.06
11327,32,243105.0,38589.0,215296.0,12720.0,1719.0,96.0,5993.0,274413.0,20528.0,2021,05,14,7.48,14.42,10.95
11328,32,238664.0,20498.0,171010.0,66744.0,1540.0,96.0,6130.0,266018.0,74510.0,2021,05,15,6.52,14.84,10.68
11329,32,227738.0,17945.0,166951.0,60107.0,2208.0,96.0,6177.0,253484.0,68588.0,2021,05,16,8.22,16.2,12.21
11330,32,258211.0,44425.0,207701.0,136997.0,1993.0,96.0,5792.0,397004.0,144878.0,2021,05,17,9.88,15.1,12.49
11331,32,255777.0,46434.0,206891.0,51592.0,2374.0,96.0,5601.0,312988.0,59663.0,2021,05,18,9.26,15.48,12.37
11332,32,264072.0,44605.0,213874.0,59320.0,1741.0,96.0,5712.0,325348.0,66869.0,2021,05,19,6.48,14.2,10.34
11333,32,267271.0,43599.0,209755.0,78243.0,1655.0,96.0,5881.0,339229.0,85875.0,2021,05,20,6.08,16.0,11.04
11334,32,262251.0,13747.0,185908.0,176976.0,2407.0,96.0,5735.0,384869.0,185214.0,2021,05,21,9.9,16.2,13.05
11335,32,242737.0,14300.0,121782.0,143288.0,1430.0,96.0,5846.0,286742.0,150660.0,2021,05,22,8.76,14.14,11.45
11336,32,225790.0,17811.0,116235.0,84894.0,2245.0,96.0,5891.0,227172.0,93126.0,2021,05,23,6.7,15.84,11.27
11337,32,235210.0,14635.0,135986.0,114011.0,1719.0,96.0,5296.0,271743.0,121122.0,2021,05,24,8.4,15.12,11.76
11338,32,263561.0,36183.0,159918.0,138165.0,1971.0,97.0,5264.0,341598.0,145497.0,2021,05,25,7.58,14.2,10.89
11339,32,264864.0,35607.0,164368.0,76365.0,2165.0,95.0,5593.0,284193.0,84218.0,2021,05,26,8.26,14.64,11.45
11340,32,258323.0,35793.0,167078.0,16427.0,2567.0,96.0,5999.0,227960.0,25089.0,2021,05,27,6.7,17.96,12.33
11341,32,249444.0,44765.0,167396.0,16222.0,2920.0,96.0,6145.0,237544.0,25383.0,2021,05,28,6.76,19.26,13.01
11342,32,220760.0,14857.0,161006.0,31387.0,3211.0,96.0,6130.0,216687.0,40824.0,2021,05,29,9.5,21.36,15.43
11343,32,207021.0,11854.0,141367.0,37690.0,3328.0,96.0,5952.0,200287.0,47066.0,2021,05,30,9.0,20.68,14.84
11344,32,235865.0,17007.0,164616.0,34589.0,3564.0,96.0,5061.0,224933.0,43310.0,2021,05,31,9.6,23.52,16.56
11345,32,235598.0,22954.0,170226.0,36232.0,3606.0,96.0,5304.0,238418.0,45238.0,2021,06,01,10.68,25.3,17.99
11346,32,237207.0,14994.0,170153.0,35474.0,3133.0,95.0,5377.0,229226.0,44079.0,2021,06,02,13.96,27.98,20.97
11347,32,239629.0,13364.0,171510.0,9251.0,2610.0,96.0,5200.0,202031.0,17157.0,2021,06,03,15.8,22.42,19.11
11348,32,236695.0,23374.0,168017.0,16696.0,1320.0,96.0,5548.0,215051.0,23660.0,2021,06,04,12.88,19.3,16.09
11349,32,214813.0,11608.0,166697.0,26313.0,920.0,96.0,5498.0,211132.0,32827.0,2021,06,05,12.64,17.14,14.89
11350,32,203880.0,9192.0,166341.0,15727.0,3136.0,96.0,5639.0,200131.0,24598.0,2021,06,06,8.84,20.2,14.52
11351,32,232379.0,32544.0,168210.0,7828.0,3172.0,96.0,5495.0,217345.0,16591.0,2021,06,07,9.76,21.12,15.44
11352,32,237329.0,40891.0,169184.0,6791.0,3034.0,96.0,5387.0,225383.0,15308.0,2021,06,08,10.0,22.44,16.22
11353,32,242195.0,29418.0,170389.0,6753.0,3470.0,96.0,5155.0,215281.0,15474.0,2021,06,09,10.84,24.82,17.83
11354,32,242486.0,41301.0,166348.0,10496.0,3286.0,96.0,4886.0,226413.0,18764.0,2021,06,10,12.56,22.56,17.56
11355,32,241116.0,29272.0,167273.0,13317.0,2940.0,94.0,5299.0,218195.0,21650.0,2021,06,11,12.08,21.02,16.55
11356,32,215456.0,10851.0,153354.0,18023.0,2129.0,96.0,5272.0,189725.0,25520.0,2021,06,12,12.86,21.28,17.07
11357,32,203429.0,8651.0,121973.0,12712.0,3327.0,91.0,5244.0,151998.0,21374.0,2021,06,13,11.06,23.6,17.33
11358,32,233614.0,21852.0,125361.0,9977.0,3654.0,94.0,5138.0,166076.0,18863.0,2021,06,14,12.06,27.52,19.79
11359,32,235637.0,37050.0,125360.0,10737.0,3126.0,91.0,5105.0,181469.0,19059.0,2021,06,15,14.04,26.5,20.27
11360,32,240883.0,39056.0,127806.0,12201.0,3297.0,76.0,5108.0,187544.0,20682.0,2021,06,16,15.22,29.64,22.43
11361,32,242340.0,29624.0,132599.0,33111.0,2493.0,57.0,5114.0,202998.0,40775.0,2021,06,17,18.12,25.98,22.05
11362,32,235618.0,28762.0,167861.0,57990.0,2686.0,72.0,5104.0,262475.0,65852.0,2021,06,18,18.28,26.34,22.31
11363,32,213314.0,24423.0,165855.0,24048.0,1373.0,51.0,5204.0,220954.0,30676.0,2021,06,19,14.02,19.48,16.75
11364,32,199420.0,13133.0,142428.0,22274.0,2602.0,77.0,4395.0,184909.0,29348.0,2021,06,20,14.38,22.74,18.56
11365,32,229366.0,42244.0,144734.0,34973.0,1364.0,93.0,4389.0,227797.0,40819.0,2021,06,21,15.2,19.98,17.59
11366,32,228731.0,46079.0,129640.0,85150.0,650.0,95.0,4311.0,265925.0,90206.0,2021,06,22,12.32,14.08,13.2
11367,32,233524.0,42989.0,168171.0,32507.0,1318.0,93.0,4562.0,249640.0,38480.0,2021,06,23,11.72,16.18,13.95
11368,32,232568.0,44822.0,164194.0,17947.0,2037.0,96.0,5057.0,234153.0,25137.0,2021,06,24,10.78,19.04,14.91
11369,32,232990.0,52959.0,166510.0,19349.0,1503.0,96.0,5067.0,245484.0,26015.0,2021,06,25,10.32,17.4,13.86
11370,32,215183.0,36180.0,154632.0,6068.0,2009.0,96.0,5424.0,204409.0,13597.0,2021,06,26,14.1,20.92,17.51
11371,32,205049.0,19917.0,142037.0,21973.0,1437.0,96.0,5323.0,190783.0,28829.0,2021,06,27,16.0,21.82,18.91
11372,32,233207.0,52351.0,166976.0,7756.0,1961.0,95.0,5240.0,234379.0,15052.0,2021,06,28,15.2,23.04,19.12
11373,32,235384.0,57151.0,166827.0,13037.0,1610.0,96.0,5159.0,243880.0,19902.0,2021,06,29,13.44,19.04,16.24
11374,32,237679.0,51806.0,167791.0,25766.0,924.0,95.0,5224.0,251606.0,32009.0,2021,06,30,12.9,15.58,14.24
11375,32,242547.0,47555.0,170664.0,12424.0,3271.0,96.0,5460.0,239470.0,21251.0,2021,07,01,12.6,20.44,16.52
11376,32,242945.0,69399.0,166324.0,5146.0,3338.0,96.0,5571.0,249874.0,14151.0,2021,07,02,12.06,24.08,18.07
11377,32,216918.0,38325.0,164508.0,22381.0,2162.0,96.0,5659.0,233131.0,30298.0,2021,07,03,16.46,21.74,19.1
11378,32,206188.0,24220.0,126447.0,12388.0,1987.0,96.0,5569.0,170707.0,20040.0,2021,07,04,14.78,21.6,18.19
11379,32,232557.0,54445.0,124325.0,18699.0,2149.0,96.0,5489.0,205203.0,26433.0,2021,07,05,13.7,20.42,17.06
11380,32,233488.0,47394.0,123333.0,116847.0,2295.0,96.0,5490.0,295455.0,124728.0,2021,07,06,14.92,19.54,17.23
11381,32,236926.0,60688.0,124800.0,27683.0,3102.0,96.0,5515.0,221884.0,36396.0,2021,07,07,13.8,21.54,17.67
11382,32,241374.0,70742.0,118966.0,7800.0,2958.0,96.0,5594.0,206156.0,16448.0,2021,07,08,11.54,20.54,16.04
11383,32,239537.0,77581.0,95210.0,9314.0,2593.0,96.0,5596.0,190390.0,17599.0,2021,07,09,12.14,21.02,16.58
11384,32,215995.0,38116.0,99576.0,6044.0,1376.0,96.0,5588.0,150796.0,13104.0,2021,07,10,13.82,19.04,16.43
11385,32,204426.0,24492.0,99034.0,3050.0,2370.0,96.0,5499.0,134541.0,11015.0,2021,07,11,11.76,21.46,16.61
11386,32,231599.0,48878.0,98470.0,18023.0,1369.0,96.0,5245.0,172081.0,24733.0,2021,07,12,14.8,21.1,17.95
11387,32,235451.0,48163.0,133583.0,43806.0,1266.0,96.0,5259.0,232173.0,50427.0,2021,07,13,15.48,20.5,17.99
11388,32,211705.0,28890.0,132516.0,91533.0,711.0,96.0,5147.0,258893.0,97487.0,2021,07,14,14.82,18.32,16.57
11389,32,228723.0,31714.0,123258.0,115005.0,2042.0,96.0,5279.0,277394.0,122422.0,2021,07,15,15.4,22.18,18.79
11390,32,231952.0,34546.0,123930.0,50113.0,2354.0,94.0,5169.0,216206.0,57730.0,2021,07,16,14.66,21.1,17.88
11391,32,214344.0,25150.0,123935.0,36180.0,3432.0,96.0,5417.0,194210.0,45125.0,2021,07,17,12.58,25.06,18.82
11392,32,202512.0,18348.0,154451.0,43284.0,3800.0,95.0,5150.0,225128.0,52329.0,2021,07,18,13.82,27.66,20.74
11393,32,234294.0,47889.0,168310.0,19927.0,3692.0,93.0,5051.0,244962.0,28763.0,2021,07,19,15.32,27.6,21.46
11394,32,240688.0,49071.0,195995.0,7723.0,3666.0,64.0,5190.0,261709.0,16643.0,2021,07,20,15.6,27.0,21.3
11395,32,239171.0,54162.0,204330.0,9571.0,3721.0,48.0,5226.0,277058.0,18566.0,2021,07,21,15.62,27.66,21.64
11396,32,240144.0,37227.0,203873.0,18390.0,3883.0,48.0,5002.0,268423.0,27323.0,2021,07,22,15.18,26.52,20.85
11397,32,236053.0,30170.0,207160.0,43088.0,3726.0,48.0,4984.0,289176.0,51846.0,2021,07,23,13.36,26.3,19.83
11398,32,211204.0,17992.0,205203.0,38099.0,2360.0,59.0,5744.0,269457.0,46262.0,2021,07,24,16.7,24.54,20.62
11399,32,200256.0,18762.0,195870.0,19103.0,1895.0,90.0,5898.0,241618.0,26986.0,2021,07,25,15.76,22.54,19.15
11400,32,227013.0,46840.0,207794.0,19006.0,1842.0,83.0,5700.0,281265.0,26631.0,2021,07,26,15.86,21.06,18.46
11401,32,227042.0,35966.0,207187.0,38669.0,1592.0,92.0,5888.0,289394.0,46241.0,2021,07,27,14.9,20.38,17.64
11402,32,225019.0,15596.0,204340.0,79559.0,2356.0,96.0,5782.0,307729.0,87793.0,2021,07,28,14.22,20.68,17.45
11403,32,223797.0,15252.0,205312.0,60752.0,2950.0,96.0,5679.0,290041.0,69477.0,2021,07,29,13.6,20.84,17.22
11404,32,218861.0,7206.0,192268.0,104830.0,2104.0,96.0,5656.0,312160.0,112686.0,2021,07,30,12.56,20.88,16.72
11405,32,199777.0,9766.0,169721.0,65820.0,2605.0,96.0,5025.0,253033.0,73546.0,2021,07,31,14.08,20.92,17.5
11406,32,189766.0,12879.0,164167.0,33015.0,2501.0,96.0,4533.0,217191.0,40145.0,2021,08,01,11.74,20.9,16.32
11407,32,210914.0,28467.0,164143.0,8211.0,2181.0,96.0,4597.0,207695.0,15085.0,2021,08,02,12.38,20.78,16.58
11408,32,214186.0,29699.0,146068.0,3827.0,2181.0,96.0,5162.0,187033.0,11266.0,2021,08,03,13.34,20.52,16.93
11409,32,215688.0,30800.0,120251.0,1555.0,2199.0,96.0,5132.0,160033.0,8982.0,2021,08,04,10.96,21.26,16.11
11410,32,214206.0,24217.0,128036.0,38031.0,2733.0,96.0,5736.0,198849.0,46596.0,2021,08,05,12.82,23.9,18.36
11411,32,209196.0,14083.0,131799.0,91039.0,2106.0,96.0,5568.0,244691.0,98809.0,2021,08,06,15.74,20.56,18.15
11412,32,193445.0,13071.0,134260.0,79904.0,2236.0,96.0,5523.0,235090.0,87759.0,2021,08,07,12.5,20.08,16.29
11413,32,188546.0,17557.0,120146.0,90045.0,1789.0,96.0,5628.0,235261.0,97558.0,2021,08,08,13.04,19.62,16.33
11414,32,202836.0,16884.0,122814.0,62159.0,2304.0,96.0,5688.0,209945.0,70247.0,2021,08,09,13.26,20.84,17.05
11415,32,207001.0,25432.0,122349.0,17847.0,2009.0,96.0,5842.0,173575.0,25794.0,2021,08,10,13.96,21.76,17.86
11416,32,207351.0,26884.0,122243.0,7334.0,3137.0,96.0,5683.0,165377.0,16250.0,2021,08,11,11.88,23.08,17.48
11417,32,208935.0,25830.0,162868.0,5356.0,2846.0,96.0,5463.0,202459.0,13761.0,2021,08,12,13.42,25.78,19.6
11418,32,206685.0,30212.0,166364.0,20783.0,3355.0,96.0,5220.0,226030.0,29454.0,2021,08,13,13.68,23.24,18.46
11419,32,195414.0,12406.0,132698.0,5080.0,3610.0,96.0,5455.0,159345.0,14241.0,2021,08,14,11.82,25.22,18.52
11420,32,185788.0,10600.0,157710.0,34284.0,3119.0,96.0,5296.0,211105.0,42795.0,2021,08,15,12.78,25.44,19.11
11421,32,204331.0,13391.0,148944.0,61325.0,1576.0,96.0,5426.0,230758.0,68423.0,2021,08,16,14.14,18.72,16.43
11422,32,211612.0,11156.0,166966.0,39595.0,1254.0,96.0,5825.0,224892.0,46770.0,2021,08,17,10.36,18.14,14.25
11423,32,215427.0,13753.0,168570.0,33032.0,1228.0,96.0,5722.0,222401.0,40078.0,2021,08,18,15.0,19.38,17.19
11424,32,214583.0,20720.0,168908.0,32006.0,1624.0,96.0,5575.0,228929.0,39301.0,2021,08,19,14.78,19.98,17.38
11425,32,214513.0,33344.0,167604.0,10110.0,2066.0,96.0,5418.0,218638.0,17690.0,2021,08,20,14.8,22.12,18.46
11426,32,199056.0,32575.0,165638.0,14828.0,2205.0,96.0,5305.0,220647.0,22434.0,2021,08,21,12.62,24.94,18.78
11427,32,189052.0,19523.0,161021.0,72531.0,1886.0,95.0,4894.0,259950.0,79406.0,2021,08,22,14.92,20.66,17.79
11428,32,215973.0,31569.0,167424.0,56911.0,1438.0,96.0,4964.0,262402.0,63409.0,2021,08,23,14.56,20.58,17.57
11429,32,225360.0,30347.0,166891.0,83962.0,3259.0,96.0,5417.0,289972.0,92734.0,2021,08,24,13.36,22.62,17.99
11430,32,226896.0,32670.0,170313.0,50510.0,3485.0,96.0,5521.0,262595.0,59612.0,2021,08,25,12.46,22.58,17.52
11431,32,229997.0,32066.0,171197.0,49895.0,1585.0,96.0,5385.0,260224.0,56961.0,2021,08,26,12.74,19.04,15.89
11432,32,230408.0,33878.0,168238.0,31877.0,2251.0,96.0,5394.0,241734.0,39618.0,2021,08,27,12.24,20.36,16.3
11433,32,210086.0,15859.0,164768.0,56036.0,1965.0,96.0,5356.0,244080.0,63453.0,2021,08,28,11.64,20.58,16.11
11434,32,201511.0,15494.0,162565.0,47438.0,1356.0,96.0,5723.0,232672.0,54613.0,2021,08,29,12.14,19.42,15.78
11435,32,231798.0,32684.0,165577.0,49130.0,1220.0,94.0,5589.0,254294.0,56033.0,2021,08,30,15.02,20.1,17.56
11436,32,237864.0,34002.0,166803.0,49766.0,2383.0,96.0,5232.0,258282.0,57477.0,2021,08,31,14.22,21.46,17.84
11437,32,242167.0,31438.0,168796.0,59831.0,2375.0,84.0,5076.0,267600.0,67366.0,2021,09,01,13.72,20.04,16.88
11438,32,242672.0,33112.0,168287.0,56554.0,3477.0,79.0,4763.0,266272.0,64873.0,2021,09,02,12.22,22.14,17.18
11439,32,241790.0,35565.0,165676.0,26859.0,3483.0,80.0,5189.0,236852.0,35611.0,2021,09,03,11.6,25.62,18.61
11440,32,220667.0,26107.0,167883.0,15343.0,2620.0,63.0,5118.0,217134.0,23144.0,2021,09,04,14.48,24.48,19.48
11441,32,209867.0,21069.0,119655.0,8595.0,2903.0,61.0,4905.0,157188.0,16464.0,2021,09,05,15.08,27.86,21.47
11442,32,238080.0,50596.0,124770.0,11761.0,3135.0,60.0,4732.0,195054.0,19688.0,2021,09,06,15.32,27.76,21.54
11443,32,243300.0,41834.0,126671.0,27627.0,3319.0,59.0,4653.0,204163.0,35658.0,2021,09,07,14.24,28.68,21.46
11444,32,241888.0,36503.0,125387.0,50514.0,3372.0,51.0,4690.0,220517.0,58627.0,2021,09,08,15.08,28.82,21.95
11445,32,245577.0,62289.0,125624.0,22709.0,1896.0,50.0,4985.0,217553.0,29640.0,2021,09,09,16.6,25.24,20.92
11446,32,244905.0,59884.0,125795.0,28409.0,1567.0,72.0,4943.0,220670.0,34991.0,2021,09,10,16.96,23.6,20.28
11447,32,217167.0,44147.0,122147.0,30241.0,2211.0,93.0,4798.0,203637.0,37343.0,2021,09,11,14.8,20.7,17.75
11448,32,208744.0,16146.0,114556.0,8403.0,2236.0,65.0,4536.0,145942.0,15240.0,2021,09,12,11.8,21.32,16.56
11449,32,235729.0,52321.0,125188.0,22336.0,2701.0,78.0,4502.0,207126.0,29617.0,2021,09,13,11.98,22.76,17.37
11450,32,239451.0,52722.0,124885.0,26293.0,1196.0,63.0,4617.0,209776.0,32169.0,2021,09,14,15.0,23.12,19.06
11451,32,243629.0,51805.0,124601.0,13064.0,974.0,65.0,4678.0,195187.0,18781.0,2021,09,15,16.78,20.08,18.43
11452,32,247816.0,46923.0,127395.0,3652.0,2406.0,78.0,4683.0,185137.0,10819.0,2021,09,16,10.96,21.5,16.23
11453,32,244561.0,53408.0,124112.0,4718.0,2615.0,95.0,4582.0,189530.0,12010.0,2021,09,17,10.82,22.56,16.69
11454,32,223736.0,31933.0,123360.0,19337.0,2967.0,88.0,4589.0,182274.0,26981.0,2021,09,18,11.66,23.48,17.57
11455,32,210462.0,16474.0,122118.0,15228.0,2070.0,87.0,4453.0,160430.0,21838.0,2021,09,19,12.38,22.74,17.56
11456,32,240569.0,45632.0,124715.0,16716.0,1606.0,94.0,4223.0,192986.0,22639.0,2021,09,20,14.94,20.14,17.54
11457,32,247103.0,35210.0,119770.0,30491.0,2639.0,85.0,4278.0,192473.0,37493.0,2021,09,21,8.46,18.94,13.7
11458,32,248215.0,36308.0,126315.0,4986.0,2874.0,59.0,4263.0,174805.0,12182.0,2021,09,22,7.8,20.52,14.16
11459,32,251344.0,29807.0,125841.0,22313.0,2886.0,48.0,4238.0,185133.0,29485.0,2021,09,23,7.74,20.4,14.07
11460,32,247258.0,45432.0,119641.0,20796.0,1570.0,48.0,4433.0,191920.0,26847.0,2021,09,24,13.08,19.44,16.26
11461,32,232035.0,41876.0,78584.0,5181.0,2589.0,48.0,4506.0,132784.0,12324.0,2021,09,25,9.8,21.82,15.81
11462,32,213477.0,22793.0,78581.0,23098.0,1234.0,48.0,4489.0,130243.0,28869.0,2021,09,26,14.14,21.8,17.97
11463,32,245085.0,39404.0,77529.0,90719.0,1116.0,48.0,4555.0,213371.0,96438.0,2021,09,27,14.02,17.92,15.97
11464,32,261737.0,38937.0,82089.0,45247.0,2095.0,50.0,5079.0,173497.0,52471.0,2021,09,28,8.38,18.96,13.67
11465,32,252037.0,10126.0,83381.0,105261.0,2307.0,48.0,5047.0,206170.0,112663.0,2021,09,29,11.04,15.94,13.49
11466,32,260484.0,24115.0,114497.0,56389.0,1845.0,48.0,5107.0,202001.0,63389.0,2021,09,30,6.04,16.64,11.34
11467,32,264506.0,13837.0,121629.0,117335.0,1081.0,48.0,5420.0,259350.0,123884.0,2021,10,01,10.48,15.94,13.21
11468,32,245272.0,14122.0,120269.0,118131.0,977.0,47.0,5295.0,258841.0,124450.0,2021,10,02,10.34,17.28,13.81
11469,32,231232.0,17982.0,98718.0,79066.0,736.0,48.0,4969.0,201519.0,84819.0,2021,10,03,11.36,15.14,13.25
11470,32,258922.0,44882.0,120350.0,94578.0,2189.0,73.0,4671.0,266743.0,101511.0,2021,10,04,8.66,17.66,13.16
11471,32,270136.0,30205.0,125365.0,148087.0,1236.0,71.0,4182.0,309146.0,153576.0,2021,10,05,11.22,16.02,13.62
11472,32,276354.0,33624.0,126380.0,133098.0,1087.0,72.0,4244.0,298505.0,138501.0,2021,10,06,10.62,15.62,13.12
11473,32,273101.0,49620.0,126670.0,4942.0,2013.0,77.0,4206.0,187528.0,11238.0,2021,10,07,6.62,17.42,12.02
11474,32,268007.0,44770.0,125425.0,21830.0,2697.0,59.0,4253.0,199034.0,28839.0,2021,10,08,7.46,18.08,12.77
11475,32,243259.0,27446.0,123115.0,19108.0,2473.0,48.0,5317.0,177507.0,26946.0,2021,10,09,7.1,17.94,12.52
11476,32,235622.0,20629.0,121899.0,10822.0,2027.0,48.0,5216.0,160641.0,18113.0,2021,10,10,5.78,16.74,11.26
11477,32,258124.0,41499.0,121534.0,20544.0,1741.0,48.0,4879.0,190245.0,27212.0,2021,10,11,8.24,15.34,11.79
11478,32,268646.0,24673.0,124557.0,36876.0,1355.0,48.0,4704.0,192213.0,42983.0,2021,10,12,6.38,15.36,10.87
11479,32,271002.0,36263.0,125175.0,5978.0,1980.0,48.0,4798.0,174242.0,12804.0,2021,10,13,4.76,14.7,9.73
11480,32,277452.0,38216.0,126091.0,13775.0,2229.0,48.0,4937.0,185296.0,20989.0,2021,10,14,4.6,16.58,10.59
11481,32,272970.0,34782.0,126612.0,21142.0,1269.0,48.0,5246.0,189099.0,27705.0,2021,10,15,7.0,16.42,11.71
11482,32,253468.0,29261.0,124886.0,4583.0,2303.0,48.0,5356.0,166437.0,12290.0,2021,10,16,5.52,15.84,10.68
11483,32,245737.0,24745.0,123246.0,26343.0,1752.0,48.0,5355.0,181489.0,33498.0,2021,10,17,4.66,15.62,10.14
11484,32,275233.0,48673.0,126523.0,56883.0,1350.0,48.0,5138.0,238615.0,63419.0,2021,10,18,5.06,17.1,11.08
11485,32,266456.0,33635.0,122131.0,110991.0,1452.0,48.0,5124.0,273381.0,117615.0,2021,10,19,14.26,21.32,17.79
11486,32,267876.0,17893.0,128376.0,174083.0,657.0,48.0,4865.0,325922.0,179653.0,2021,10,20,14.62,18.24,16.43
11487,32,278985.0,30301.0,100991.0,145567.0,1183.0,38.0,4695.0,282775.0,151483.0,2021,10,21,7.08,13.06,10.07
11488,32,285620.0,55366.0,77068.0,56802.0,1615.0,48.0,5017.0,195916.0,63482.0,2021,10,22,3.58,12.9,8.24
11489,32,257464.0,62005.0,57645.0,11987.0,1902.0,48.0,5426.0,139013.0,19363.0,2021,10,23,6.56,14.62,10.59
11490,32,249859.0,38640.0,84873.0,55588.0,2461.0,48.0,5100.0,186710.0,63197.0,2021,10,24,2.94,14.06,8.5
11491,32,279032.0,69600.0,123824.0,47414.0,634.0,48.0,4974.0,246494.0,53070.0,2021,10,25,7.98,14.94,11.46
11492,32,283238.0,70714.0,165382.0,58024.0,1055.0,48.0,5041.0,300264.0,64168.0,2021,10,26,7.82,14.44,11.13
11493,32,277796.0,68162.0,166690.0,51116.0,1688.0,48.0,5125.0,292829.0,57977.0,2021,10,27,9.28,15.84,12.56
11494,32,277439.0,54338.0,171948.0,94482.0,2204.0,48.0,5189.0,328209.0,101923.0,2021,10,28,6.8,17.0,11.9
11495,32,279410.0,32707.0,171090.0,147510.0,855.0,48.0,4980.0,357190.0,153393.0,2021,10,29,9.22,14.98,12.1
11496,32,254976.0,31118.0,168437.0,91743.0,373.0,48.0,5247.0,296966.0,97411.0,2021,10,30,10.1,14.28,12.19
11497,32,246653.0,16651.0,150766.0,133696.0,629.0,48.0,5263.0,307053.0,139636.0,2021,10,31,8.8,14.9,11.85
11498,32,260724.0,28510.0,144906.0,119441.0,1311.0,49.0,5387.0,299604.0,126188.0,2021,11,01,7.3,13.18,10.24
11499,32,289484.0,77079.0,164142.0,32889.0,1202.0,69.0,5245.0,280626.0,39405.0,2021,11,02,5.86,11.98,8.92
11500,32,301074.0,88176.0,127592.0,21657.0,1489.0,82.0,5291.0,244287.0,28519.0,2021,11,03,3.64,11.68,7.66
11501,32,309079.0,78613.0,127032.0,56460.0,657.0,94.0,5422.0,268278.0,62633.0,2021,11,04,3.54,11.02,7.28
11502,32,302465.0,79774.0,127299.0,30469.0,1204.0,96.0,5633.0,244475.0,37402.0,2021,11,05,5.38,11.88,8.63
